Kanton,Kantonsname,Jahr,Treibstoff,DATA_Inverkehrsetzung,DATA_Bestand,DATA_Bevölkerung_Vorjahr,DATA_Inverkehrsetzung pro 1000,DATA_Bestand pro 1000
VD,Vaud,2020,Diesel-elektrisch: Plug-in-Hybrid,16,41,805098.0,0.019873357032311596,0.050925477395298464
VD,Vaud,2020,Elektrisch,1954,3967,805098.0,2.427033727571054,4.927350459198756
VD,Vaud,2020,Gas (mono- und bivalent),66,1320,805098.0,0.08197759775828532,1.6395519551657065
VD,Vaud,2020,Ohne Motor,0,0,805098.0,0.0,0.0
VD,Vaud,2020,Wasserstoff,2,4,805098.0,0.0024841696290389494,0.004968339258077899
VD,Vaud,2021,Anderer,0,208,814762.0,0.0,0.2552892746593484
VD,Vaud,2021,Benzin,10450,283809,814762.0,12.825831347068224,348.3336238067067
VD,Vaud,2021,Benzin-elektrisch: Normal-Hybrid,5300,16321,814762.0,6.504967094685319,20.031616594784733
VD,Vaud,2021,Benzin-elektrisch: Plug-in-Hybrid,2532,5092,814762.0,3.10765597806476,6.249677820025971
VD,Vaud,2021,Diesel,2158,108554,814762.0,2.6486262245907395,133.2339996219755
VD,Vaud,2021,Diesel-elektrisch: Normal-Hybrid,623,1642,814762.0,0.764640471696029,2.015312447070433
VD,Vaud,2021,Diesel-elektrisch: Plug-in-Hybrid,38,88,814762.0,0.04663938671661172,0.10800700081741663
VD,Vaud,2021,Elektrisch,3053,6749,814762.0,3.747106516995147,8.283400551326645
VD,Vaud,2021,Gas (mono- und bivalent),38,1281,814762.0,0.04663938671661172,1.5722382732626214
VD,Vaud,2021,Ohne Motor,0,0,814762.0,0.0,0.0
VD,Vaud,2021,Wasserstoff,5,14,814762.0,0.00613676141008049,0.01718293194822537
VD,Vaud,2022,Anderer,0,206,822968.0,0.0,0.2503134994313266
VD,Vaud,2022,Benzin,8756,275861,822968.0,10.63953883990629,335.2025838185689
VD,Vaud,2022,Benzin-elektrisch: Normal-Hybrid,5458,22493,822968.0,6.6320926208552455,27.331560886936064
VD,Vaud,2022,Benzin-elektrisch: Plug-in-Hybrid,2013,7517,822968.0,2.4460246327925264,9.134012501093602
VD,Vaud,2022,Diesel,1481,102514,822968.0,1.7995839449407511,124.56620427525736
VD,Vaud,2022,Diesel-elektrisch: Normal-Hybrid,669,2254,822968.0,0.8129113161143569,2.7388671248456804
VD,Vaud,2022,Diesel-elektrisch: Plug-in-Hybrid,25,121,822968.0,0.030377851872733813,0.14702880306403165
VD,Vaud,2022,Elektrisch,4066,10879,822968.0,4.940653828581427,13.219226020938844
VD,Vaud,2022,Gas (mono- und bivalent),15,1271,822968.0,0.01822671112364029,1.5444099892097871
VD,Vaud,2022,Ohne Motor,0,0,822968.0,0.0,0.0
VD,Vaud,2022,Wasserstoff,11,20,822968.0,0.013366254824002877,0.02430228149818705
VD,Vaud,2023,Anderer,0,195,830431.0,0.0,0.2348178235157406
VD,Vaud,2023,Benzin,8578,271124,830431.0,10.329575846759091,326.48588504041874
VD,Vaud,2023,Benzin-elektrisch: Normal-Hybrid,6400,27941,830431.0,7.706841387183282,33.64638362488876
VD,Vaud,2023,Benzin-elektrisch: Plug-in-Hybrid,2431,9512,830431.0,2.9273955331629,11.454293011701154
VD,Vaud,2023,Diesel,1278,96498,830431.0,1.5389598895031615,116.20230940318943
VD,Vaud,2023,Diesel-elektrisch: Normal-Hybrid,743,2994,830431.0,0.8947161172933091,3.605356736441679
VD,Vaud,2023,Diesel-elektrisch: Plug-in-Hybrid,27,151,830431.0,0.03251323710217947,0.18183328897885556
VD,Vaud,2023,Elektrisch,4788,15108,830431.0,5.765680712786493,18.192962449619536
VD,Vaud,2023,Gas (mono- und bivalent),12,1256,830431.0,0.014450327600968652,1.512467622234719
VD,Vaud,2023,Ohne Motor,0,0,830431.0,0.0,0.0
VD,Vaud,2023,Wasserstoff,1,18,830431.0,0.0012041939667473878,0.02167549140145298
VD,Vaud,2024,Anderer,0,176,845870.0,0.0,0.20806979795949732
VD,Vaud,2024,Benzin,6874,264572,845870.0,8.12654426803173,312.78092378261437
VD,Vaud,2024,Benzin-elektrisch: Normal-Hybrid,8382,35683,845870.0,9.90932412782106,42.18496932152695
VD,Vaud,2024,Benzin-elektrisch: Plug-in-Hybrid,2225,11836,845870.0,2.630427843522054,13.992693912776195
VD,Vaud,2024,Diesel,1060,89736,845870.0,1.253147646801518,106.08722380507643
VD,Vaud,2024,Diesel-elektrisch: Normal-Hybrid,728,3679,845870.0,0.8606523461051935,4.349368106210174
VD,Vaud,2024,Diesel-elektrisch: Plug-in-Hybrid,53,205,845870.0,0.0626573823400759,0.24235402603236905
VD,Vaud,2024,Elektrisch,3798,19322,845870.0,4.490051662785062,22.842753614621632
VD,Vaud,2024,Gas (mono- und bivalent),1,1232,845870.0,0.0011822147611335076,1.4564885857164813
VD,Vaud,2024,Ohne Motor,0,0,845870.0,0.0,0.0
VD,Vaud,2024,Wasserstoff,0,18,845870.0,0.0,0.021279865700403133
VS,Valais,2010,Anderer,6,83,312684.0,0.01918870169244349,0.2654437067454683
VS,Valais,2010,Benzin,7669,148586,312684.0,24.526358879891518,475.19540494556804
VS,Valais,2010,Benzin-elektrisch: Normal-Hybrid,127,488,312684.0,0.40616085249005385,1.5606810709854038
VS,Valais,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,312684.0,0.0,0.0
VS,Valais,2010,Diesel,3626,36072,312684.0,11.59637205613335,115.36247457497026
VS,Valais,2010,Diesel-elektrisch: Normal-Hybrid,0,0,312684.0,0.0,0.0
VS,Valais,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,312684.0,0.0,0.0
VS,Valais,2010,Elektrisch,6,198,312684.0,0.01918870169244349,0.6332271558506352
VS,Valais,2010,Gas (mono- und bivalent),9,103,312684.0,0.028783052538665234,0.3294060457202799
VS,Valais,2010,Ohne Motor,0,0,312684.0,0.0,0.0
VS,Valais,2010,Wasserstoff,0,0,312684.0,0.0,0.0
VS,Valais,2011,Anderer,8,89,312684.0,0.025584935589924654,0.28463240843791177
VS,Valais,2011,Benzin,7981,149894,312684.0,25.52417136789858,479.3785419145207
VS,Valais,2011,Benzin-elektrisch: Normal-Hybrid,144,626,312684.0,0.46052884061864374,2.002021209911604
VS,Valais,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,312684.0,0.0,0.0
VS,Valais,2011,Diesel,4075,40569,312684.0,13.03232656611787,129.74440649345664
VS,Valais,2011,Diesel-elektrisch: Normal-Hybrid,0,0,312684.0,0.0,0.0
VS,Valais,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,312684.0,0.0,0.0
VS,Valais,2011,Elektrisch,19,217,312684.0,0.06076422202607105,0.6939913778767062
VS,Valais,2011,Gas (mono- und bivalent),3,113,312684.0,0.009594350846221745,0.36138721520768574
VS,Valais,2011,Ohne Motor,0,0,312684.0,0.0,0.0
VS,Valais,2011,Wasserstoff,0,0,312684.0,0.0,0.0
VS,Valais,2012,Anderer,17,118,317022.0,0.05362403871024724,0.37221391575348084
VS,Valais,2012,Benzin,7772,150527,317022.0,24.515648756237738,474.81562793749333
VS,Valais,2012,Benzin-elektrisch: Normal-Hybrid,165,811,317022.0,0.5204686110112232,2.5581820820006183
VS,Valais,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,317022.0,0.0,0.0
VS,Valais,2012,Diesel,4570,45859,317022.0,14.415403347401757,144.6555759537193
VS,Valais,2012,Diesel-elektrisch: Normal-Hybrid,44,34,317022.0,0.13879162960299285,0.10724807742049448
VS,Valais,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,317022.0,0.0,0.0
VS,Valais,2012,Elektrisch,25,241,317022.0,0.07885888045624594,0.7601996075982108
VS,Valais,2012,Gas (mono- und bivalent),11,122,317022.0,0.03469790740074821,0.38483133662648017
VS,Valais,2012,Ohne Motor,0,0,317022.0,0.0,0.0
VS,Valais,2012,Wasserstoff,0,0,317022.0,0.0,0.0
VS,Valais,2013,Anderer,3,120,321732.0,0.009324530976091903,0.37298123904367614
VS,Valais,2013,Benzin,7092,149232,321732.0,22.043191227481255,463.83946887471564
VS,Valais,2013,Benzin-elektrisch: Normal-Hybrid,130,962,321732.0,0.40406300896398245,2.99006626633347
VS,Valais,2013,Benzin-elektrisch: Plug-in-Hybrid,9,1,321732.0,0.02797359292827571,0.0031081769920306345
VS,Valais,2013,Diesel,3965,50591,321732.0,12.323921773401464,157.24578220382182
VS,Valais,2013,Diesel-elektrisch: Normal-Hybrid,22,63,321732.0,0.06837989382467395,0.19581515049792997
VS,Valais,2013,Diesel-elektrisch: Plug-in-Hybrid,5,2,321732.0,0.015540884960153172,0.006216353984061269
VS,Valais,2013,Elektrisch,36,268,321732.0,0.11189437171310283,0.83299143386421
VS,Valais,2013,Gas (mono- und bivalent),10,141,321732.0,0.031081769920306344,0.4382529558763194
VS,Valais,2013,Ohne Motor,0,0,321732.0,0.0,0.0
VS,Valais,2013,Wasserstoff,0,0,321732.0,0.0,0.0
VS,Valais,2014,Anderer,1,129,327011.0,0.0030580011069964008,0.3944821428025357
VS,Valais,2014,Benzin,6755,148422,327011.0,20.656797477760687,453.8746403026198
VS,Valais,2014,Benzin-elektrisch: Normal-Hybrid,136,1113,327011.0,0.4158881505515105,3.403555232086994
VS,Valais,2014,Benzin-elektrisch: Plug-in-Hybrid,11,19,327011.0,0.033638012176960407,0.05810202103293161
VS,Valais,2014,Diesel,3746,54830,327011.0,11.455272146808518,167.67020069661265
VS,Valais,2014,Diesel-elektrisch: Normal-Hybrid,20,86,327011.0,0.06116002213992801,0.2629880952016905
VS,Valais,2014,Diesel-elektrisch: Plug-in-Hybrid,7,7,327011.0,0.021406007748974807,0.021406007748974807
VS,Valais,2014,Elektrisch,58,311,327011.0,0.17736406420579123,0.9510383442758806
VS,Valais,2014,Gas (mono- und bivalent),18,158,327011.0,0.05504401992593522,0.4831641749054313
VS,Valais,2014,Ohne Motor,0,0,327011.0,0.0,0.0
VS,Valais,2014,Wasserstoff,0,0,327011.0,0.0,0.0
VS,Valais,2015,Anderer,0,123,331763.0,0.0,0.3707465871721681
VS,Valais,2015,Benzin,7386,148465,331763.0,22.262880429704335,447.50318751638974
VS,Valais,2015,Benzin-elektrisch: Normal-Hybrid,123,1222,331763.0,0.3707465871721681,3.6833522725560113
VS,Valais,2015,Benzin-elektrisch: Plug-in-Hybrid,48,50,331763.0,0.1446815949940168,0.15070999478543418
VS,Valais,2015,Diesel,4352,58885,331763.0,13.117797946124192,177.49116085880584
VS,Valais,2015,Diesel-elektrisch: Normal-Hybrid,23,108,331763.0,0.06932659760129972,0.32553358873653787
VS,Valais,2015,Diesel-elektrisch: Plug-in-Hybrid,6,10,331763.0,0.0180851993742521,0.030141998957086837
VS,Valais,2015,Elektrisch,98,405,331763.0,0.295391589779451,1.2207509577620168
VS,Valais,2015,Gas (mono- und bivalent),11,171,331763.0,0.03315619885279552,0.5154281821661849
VS,Valais,2015,Ohne Motor,0,0,331763.0,0.0,0.0
VS,Valais,2015,Wasserstoff,0,0,331763.0,0.0,0.0
VS,Valais,2016,Anderer,1,119,335696.0,0.002978885658452886,0.35448739335589347
VS,Valais,2016,Benzin,7128,148763,335696.0,21.23349697345217,443.1479672084267
VS,Valais,2016,Benzin-elektrisch: Normal-Hybrid,201,1355,335696.0,0.5987560173490301,4.03639006720366
VS,Valais,2016,Benzin-elektrisch: Plug-in-Hybrid,76,119,335696.0,0.22639531004241933,0.35448739335589347
VS,Valais,2016,Diesel,3974,62402,335696.0,11.838091606691767,185.888422858777
VS,Valais,2016,Diesel-elektrisch: Normal-Hybrid,12,130,335696.0,0.03574662790143463,0.38725513559887514
VS,Valais,2016,Diesel-elektrisch: Plug-in-Hybrid,7,20,335696.0,0.020852199609170202,0.05957771316905772
VS,Valais,2016,Elektrisch,93,518,335696.0,0.2770363662361184,1.543062771078595
VS,Valais,2016,Gas (mono- und bivalent),12,184,335696.0,0.03574662790143463,0.5481149611553311
VS,Valais,2016,Ohne Motor,0,0,335696.0,0.0,0.0
VS,Valais,2016,Wasserstoff,0,1,335696.0,0.0,0.002978885658452886
VS,Valais,2017,Anderer,0,119,339176.0,0.0,0.35085029601151024
VS,Valais,2017,Benzin,7076,149192,339176.0,20.862325164516356,439.8660282567163
VS,Valais,2017,Benzin-elektrisch: Normal-Hybrid,265,1612,339176.0,0.7813052810340354,4.752694766139114
VS,Valais,2017,Benzin-elektrisch: Plug-in-Hybrid,103,232,339176.0,0.30367714696794584,0.6840106611316839
VS,Valais,2017,Diesel,3612,65057,339176.0,10.649338396584664,191.8089723329481
VS,Valais,2017,Diesel-elektrisch: Normal-Hybrid,1,132,339176.0,0.002948321815222775,0.3891784796094063
VS,Valais,2017,Diesel-elektrisch: Plug-in-Hybrid,1,27,339176.0,0.002948321815222775,0.07960468901101493
VS,Valais,2017,Elektrisch,189,678,339176.0,0.5572328230771044,1.9989621907210418
VS,Valais,2017,Gas (mono- und bivalent),10,201,339176.0,0.029483218152227753,0.5926126848597778
VS,Valais,2017,Ohne Motor,0,0,339176.0,0.0,0.0
VS,Valais,2017,Wasserstoff,0,1,339176.0,0.0,0.002948321815222775
VS,Valais,2018,Anderer,0,125,341463.0,0.0,0.36607187308727446
VS,Valais,2018,Benzin,7141,149885,341463.0,20.912953965729816,438.94946158148906
VS,Valais,2018,Benzin-elektrisch: Normal-Hybrid,359,1915,341463.0,1.0513584195066523,5.608221095697045
VS,Valais,2018,Benzin-elektrisch: Plug-in-Hybrid,118,357,341463.0,0.3455718481943871,1.0455012695372559
VS,Valais,2018,Diesel,2667,66802,341463.0,7.810509484190088,195.63466612780886
VS,Valais,2018,Diesel-elektrisch: Normal-Hybrid,22,139,341463.0,0.0644286496633603,0.4070719228730492
VS,Valais,2018,Diesel-elektrisch: Plug-in-Hybrid,1,31,341463.0,0.002928574984698196,0.09078582452564407
VS,Valais,2018,Elektrisch,132,812,341463.0,0.38657189798016184,2.378002887574935
VS,Valais,2018,Gas (mono- und bivalent),14,192,341463.0,0.04100004978577474,0.5622863970620535
VS,Valais,2018,Ohne Motor,0,0,341463.0,0.0,0.0
VS,Valais,2018,Wasserstoff,0,1,341463.0,0.0,0.002928574984698196
VS,Valais,2019,Anderer,0,118,343955.0,0.0,0.3430681339128665
VS,Valais,2019,Benzin,7467,149467,343955.0,21.70923521972351,434.5539387419866
VS,Valais,2019,Benzin-elektrisch: Normal-Hybrid,639,2397,343955.0,1.8578011658501838,6.968934889738483
VS,Valais,2019,Benzin-elektrisch: Plug-in-Hybrid,138,494,343955.0,0.4012152752540303,1.4362343911267461
VS,Valais,2019,Diesel,2349,67449,343955.0,6.8293817505196905,196.09832681600793
VS,Valais,2019,Diesel-elektrisch: Normal-Hybrid,114,197,343955.0,0.33143870564463374,0.5727493422104635
VS,Valais,2019,Diesel-elektrisch: Plug-in-Hybrid,0,31,343955.0,0.0,0.09012806907880391
VS,Valais,2019,Elektrisch,375,1140,343955.0,1.0902589001468215,3.3143870564463374
VS,Valais,2019,Gas (mono- und bivalent),20,202,343955.0,0.05814714134116381,0.5872861275457546
VS,Valais,2019,Ohne Motor,0,0,343955.0,0.0,0.0
VS,Valais,2019,Wasserstoff,0,1,343955.0,0.0,0.0029073570670581908
VS,Valais,2020,Anderer,0,115,345525.0,0.0,0.3328268576803415
VS,Valais,2020,Benzin,4755,149861,345525.0,13.76166702843499,433.71970190290136
VS,Valais,2020,Benzin-elektrisch: Normal-Hybrid,1091,3302,345525.0,3.157513928080457,9.556472035308587
VS,Valais,2020,Benzin-elektrisch: Plug-in-Hybrid,486,814,345525.0,1.4065552420230085,2.355835323059113
VS,Valais,2020,Diesel,1469,67567,345525.0,4.2515013385427975,195.548802546849
VS,Valais,2020,Diesel-elektrisch: Normal-Hybrid,106,338,345525.0,0.3067795383836191,0.9782215469213515
VS,Valais,2020,Diesel-elektrisch: Plug-in-Hybrid,4,33,345525.0,0.011576586354098835,0.09550683742131538
VS,Valais,2020,Elektrisch,621,1535,345525.0,1.797265031473844,4.442515013385428
VS,Valais,2020,Gas (mono- und bivalent),9,214,345525.0,0.02604731929672238,0.6193473699442876
VS,Valais,2020,Ohne Motor,0,0,345525.0,0.0,0.0
VS,Valais,2020,Wasserstoff,0,1,345525.0,0.0,0.002894146588524709
VS,Valais,2021,Anderer,0,109,348503.0,0.0,0.3127663176500633
VS,Valais,2021,Benzin,4052,149980,348503.0,11.626872652459232,430.35497542345405
VS,Valais,2021,Benzin-elektrisch: Normal-Hybrid,1701,5004,348503.0,4.880876204795942,14.358556454320336
VS,Valais,2021,Benzin-elektrisch: Plug-in-Hybrid,833,1633,348503.0,2.390223326628465,4.685755933234434
VS,Valais,2021,Diesel,968,67356,348503.0,2.7775944539932222,193.27236781318953
VS,Valais,2021,Diesel-elektrisch: Normal-Hybrid,188,527,348503.0,0.5394501625524026,1.5121821046016821
VS,Valais,2021,Diesel-elektrisch: Plug-in-Hybrid,16,46,348503.0,0.04591065213211938,0.13199312487984322
VS,Valais,2021,Elektrisch,1409,2820,348503.0,4.043006803384763,8.09175243828604
VS,Valais,2021,Gas (mono- und bivalent),5,219,348503.0,0.014347078791287306,0.628402051058384
VS,Valais,2021,Ohne Motor,0,0,348503.0,0.0,0.0
VS,Valais,2021,Wasserstoff,0,1,348503.0,0.0,0.0028694157582574613
VS,Valais,2022,Anderer,0,93,353209.0,0.0,0.263300199032301
VS,Valais,2022,Benzin,3439,148591,353209.0,9.736444994323474,420.68860080009284
VS,Valais,2022,Benzin-elektrisch: Normal-Hybrid,1829,7044,353209.0,5.178237247635253,19.942866687994925
VS,Valais,2022,Benzin-elektrisch: Plug-in-Hybrid,578,2415,353209.0,1.63642489291043,6.837311620032333
VS,Valais,2022,Diesel,744,65484,353209.0,2.106401592258408,185.39731433796987
VS,Valais,2022,Diesel-elektrisch: Normal-Hybrid,235,763,353209.0,0.6653284599203304,2.1601941060392007
VS,Valais,2022,Diesel-elektrisch: Plug-in-Hybrid,2,49,353209.0,0.005662369871662388,0.13872806185572847
VS,Valais,2022,Elektrisch,2053,5054,353209.0,5.81242267326144,14.308808665690853
VS,Valais,2022,Gas (mono- und bivalent),2,226,353209.0,0.005662369871662388,0.6398477954978496
VS,Valais,2022,Ohne Motor,0,0,353209.0,0.0,0.0
VS,Valais,2022,Wasserstoff,0,0,353209.0,0.0,0.0
VS,Valais,2023,Anderer,0,85,357282.0,0.0,0.23790731131151305
VS,Valais,2023,Benzin,3447,148501,357282.0,9.647841201068063,415.64086631848227
VS,Valais,2023,Benzin-elektrisch: Normal-Hybrid,2339,9260,357282.0,6.546649425383871,25.917902385230715
VS,Valais,2023,Benzin-elektrisch: Plug-in-Hybrid,720,3056,357282.0,2.0152148722857577,8.553467569035105
VS,Valais,2023,Diesel,657,63310,357282.0,1.8388835709607536,177.1989632839046
VS,Valais,2023,Diesel-elektrisch: Normal-Hybrid,292,1078,357282.0,0.8172815870936683,3.0172244893389535
VS,Valais,2023,Diesel-elektrisch: Plug-in-Hybrid,8,59,357282.0,0.022391276358730637,0.16513566314563846
VS,Valais,2023,Elektrisch,1869,6775,357282.0,5.231161939308445,18.96261216630001
VS,Valais,2023,Gas (mono- und bivalent),1,245,357282.0,0.0027989095448413296,0.6857328384861258
VS,Valais,2023,Ohne Motor,0,0,357282.0,0.0,0.0
VS,Valais,2023,Wasserstoff,0,1,357282.0,0.0,0.0027989095448413296
VS,Valais,2024,Anderer,0,75,365844.0,0.0,0.2050054121428806
VS,Valais,2024,Benzin,3061,148068,365844.0,8.366954220924766,404.72988486896054
VS,Valais,2024,Benzin-elektrisch: Normal-Hybrid,2927,12350,365844.0,8.000677884562819,33.75755786619433
VS,Valais,2024,Benzin-elektrisch: Plug-in-Hybrid,638,3709,365844.0,1.743912705962104,10.138200981839255
VS,Valais,2024,Diesel,679,61156,365844.0,1.8559823312668786,167.16414646680005
VS,Valais,2024,Diesel-elektrisch: Normal-Hybrid,258,1425,365844.0,0.7052186177715092,3.895102830714731
VS,Valais,2024,Diesel-elektrisch: Plug-in-Hybrid,15,77,365844.0,0.04100108242857611,0.2104722231333574
VS,Valais,2024,Elektrisch,1558,8538,365844.0,4.258645761581438,23.337816118345525
VS,Valais,2024,Gas (mono- und bivalent),0,250,365844.0,0.0,0.6833513738096019
VS,Valais,2024,Ohne Motor,0,0,365844.0,0.0,0.0
VS,Valais,2024,Wasserstoff,0,1,365844.0,0.0,0.0027334054952384075
ZG,Zug,2010,Anderer,7,76,113105.0,0.061889394810132184,0.6719420007957209
ZG,Zug,2010,Benzin,3560,51545,113105.0,31.47517793201008,455.72697935546614
ZG,Zug,2010,Benzin-elektrisch: Normal-Hybrid,97,426,113105.0,0.8576101852261173,3.76641174130233
ZG,Zug,2010,Benzin-elektrisch: Plug-in-Hybrid,0,0,113105.0,0.0,0.0
ZG,Zug,2010,Diesel,2272,14808,113105.0,20.08752928694576,130.92259404977676
ZG,Zug,2010,Diesel-elektrisch: Normal-Hybrid,0,0,113105.0,0.0,0.0
ZG,Zug,2010,Diesel-elektrisch: Plug-in-Hybrid,0,0,113105.0,0.0,0.0
ZG,Zug,2010,Elektrisch,7,10,113105.0,0.061889394810132184,0.08841342115733168
ZG,Zug,2010,Gas (mono- und bivalent),11,98,113105.0,0.09725476327306486,0.8664515273418505
ZG,Zug,2010,Ohne Motor,0,0,113105.0,0.0,0.0
ZG,Zug,2010,Wasserstoff,0,0,113105.0,0.0,0.0
ZG,Zug,2011,Anderer,14,74,113105.0,0.12377878962026437,0.6542593165642544
ZG,Zug,2011,Benzin,3972,51238,113105.0,35.117810883692144,453.0126873259361
ZG,Zug,2011,Benzin-elektrisch: Normal-Hybrid,92,520,113105.0,0.8134034746474516,4.5974979001812475
ZG,Zug,2011,Benzin-elektrisch: Plug-in-Hybrid,0,0,113105.0,0.0,0.0
ZG,Zug,2011,Diesel,3200,16957,113105.0,28.29229477034614,149.92263825648732
ZG,Zug,2011,Diesel-elektrisch: Normal-Hybrid,0,0,113105.0,0.0,0.0
ZG,Zug,2011,Diesel-elektrisch: Plug-in-Hybrid,0,0,113105.0,0.0,0.0
ZG,Zug,2011,Elektrisch,16,65,113105.0,0.1414614738517307,0.5746872375226559
ZG,Zug,2011,Gas (mono- und bivalent),5,105,113105.0,0.04420671057866584,0.9283409221519826
ZG,Zug,2011,Ohne Motor,0,0,113105.0,0.0,0.0
ZG,Zug,2011,Wasserstoff,0,0,113105.0,0.0,0.0
ZG,Zug,2012,Anderer,17,95,115104.0,0.14769252154573256,0.8253405615790937
ZG,Zug,2012,Benzin,3575,50651,115104.0,31.05886850152905,440.0455240478176
ZG,Zug,2012,Benzin-elektrisch: Normal-Hybrid,101,627,115104.0,0.8774673338893522,5.447247706422019
ZG,Zug,2012,Benzin-elektrisch: Plug-in-Hybrid,0,0,115104.0,0.0,0.0
ZG,Zug,2012,Diesel,3514,19491,115104.0,30.528912983041426,169.33381984987489
ZG,Zug,2012,Diesel-elektrisch: Normal-Hybrid,38,33,115104.0,0.3301362246316375,0.286697247706422
ZG,Zug,2012,Diesel-elektrisch: Plug-in-Hybrid,0,0,115104.0,0.0,0.0
ZG,Zug,2012,Elektrisch,21,54,115104.0,0.1824437030859049,0.4691409507923269
ZG,Zug,2012,Gas (mono- und bivalent),6,110,115104.0,0.05212677231025855,0.9556574923547401
ZG,Zug,2012,Ohne Motor,0,0,115104.0,0.0,0.0
ZG,Zug,2012,Wasserstoff,0,0,115104.0,0.0,0.0
ZG,Zug,2013,Anderer,3,99,116575.0,0.02573450568303667,0.8492386875402101
ZG,Zug,2013,Benzin,3305,49677,116575.0,28.350847094145397,426.1376796054043
ZG,Zug,2013,Benzin-elektrisch: Normal-Hybrid,94,689,116575.0,0.806347844735149,5.910358138537422
ZG,Zug,2013,Benzin-elektrisch: Plug-in-Hybrid,6,5,116575.0,0.05146901136607334,0.04289084280506112
ZG,Zug,2013,Diesel,3290,22091,116575.0,28.222174565730214,189.50032168132103
ZG,Zug,2013,Diesel-elektrisch: Normal-Hybrid,22,55,116575.0,0.18871970834226892,0.4717992708556723
ZG,Zug,2013,Diesel-elektrisch: Plug-in-Hybrid,18,4,116575.0,0.15440703409822004,0.0343126742440489
ZG,Zug,2013,Elektrisch,26,45,116575.0,0.2230323825863178,0.38601758524555
ZG,Zug,2013,Gas (mono- und bivalent),3,105,116575.0,0.02573450568303667,0.9007076989062834
ZG,Zug,2013,Ohne Motor,0,0,116575.0,0.0,0.0
ZG,Zug,2013,Wasserstoff,0,0,116575.0,0.0,0.0
ZG,Zug,2014,Anderer,1,100,118118.0,0.008466110161025414,0.8466110161025415
ZG,Zug,2014,Benzin,3265,49553,118118.0,27.64184967574798,419.5211568092924
ZG,Zug,2014,Benzin-elektrisch: Normal-Hybrid,76,750,118118.0,0.6434243722379316,6.349582620769062
ZG,Zug,2014,Benzin-elektrisch: Plug-in-Hybrid,19,15,118118.0,0.1608560930594829,0.12699165241538124
ZG,Zug,2014,Diesel,3230,24092,118118.0,27.34553582011209,203.9655259994243
ZG,Zug,2014,Diesel-elektrisch: Normal-Hybrid,13,72,118118.0,0.1100594320933304,0.6095599315938299
ZG,Zug,2014,Diesel-elektrisch: Plug-in-Hybrid,8,9,118118.0,0.06772888128820331,0.07619499144922874
ZG,Zug,2014,Elektrisch,61,101,118118.0,0.5164327198225503,0.855077126263567
ZG,Zug,2014,Gas (mono- und bivalent),5,106,118118.0,0.04233055080512708,0.897407677068694
ZG,Zug,2014,Ohne Motor,0,0,118118.0,0.0,0.0
ZG,Zug,2014,Wasserstoff,0,0,118118.0,0.0,0.0
ZG,Zug,2015,Anderer,0,95,120089.0,0.0,0.791079949037797
ZG,Zug,2015,Benzin,3251,49230,120089.0,27.071588571809244,409.94595674874466
ZG,Zug,2015,Benzin-elektrisch: Normal-Hybrid,83,812,120089.0,0.6911540607382858,6.761651774933591
ZG,Zug,2015,Benzin-elektrisch: Plug-in-Hybrid,57,51,120089.0,0.4746479694226782,0.42468502527292257
ZG,Zug,2015,Diesel,3676,26376,120089.0,30.610630449083597,219.6371024823256
ZG,Zug,2015,Diesel-elektrisch: Normal-Hybrid,32,87,120089.0,0.2664690354653632,0.7244626901714561
ZG,Zug,2015,Diesel-elektrisch: Plug-in-Hybrid,10,17,120089.0,0.083271573582926,0.1415616750909742
ZG,Zug,2015,Elektrisch,93,178,120089.0,0.7744256343212118,1.4822340097760827
ZG,Zug,2015,Gas (mono- und bivalent),9,111,120089.0,0.0749444162246334,0.9243144667704786
